,PC1,PC2
MB18,0.4129721989640468,-0.09824381798417789
MB24,0.46554812070994234,0.016226125708385695
MB25,0.4749922755465809,0.08678387378581265
MB27,0.40308594021930944,-0.2140307565788747
MB28,0.46524969085098244,-0.020143063015914106
MB29,0.09036425354033861,0.9676458632029212
