,PC1,PC2
NF12,0.5164691466561746,-0.29725739872503354
NF13,0.5462939835227998,-0.5101567346528981
NF32,0.4554328237486692,0.5372004961522514
NF33,0.4592459330195902,0.499688526758389
NF52,-0.028670483309591654,0.0233444180402611
NF53,0.029275390736216655,-0.015492554064653646
NFDAYS,0.12172746222750999,-0.33514201029748636
