,PC1,PC2
SM3,0.4201493474497795,0.5429077218222517
SM11,0.4112601796810864,0.5549535490130553
SM17,0.37948748251314446,-0.4365010332121769
SM18,0.4619684238460716,-0.27158310878508085
SM20,0.33957020891422535,-0.047917405379362954
SM21,0.42391344105565976,-0.33823914318229403
SM22,0.043628936974411434,-0.12761438528605107
